赫尔城,莱切城,1,-0.25,0.9,0.96,-0.5,1.02,0.84,3
沃特福,热  刺,-2,-0.75,0.98,0.88,-1,0.92,0.94,0
阿森纳,水晶宫,4,1.75,1.1,0.76,1.5,1.04,0.82,3
米德尔,莱切城,2,0,0.9,0.96,0,0.84,1.02,1
埃弗顿,南安普,3,0.25,0.96,0.9,0.25,1.04,0.82,3
曼  城,伯恩利,4,2,0.66,1.2,2,0.98,0.88,3
桑德兰,利物浦,-3,-1.25,1.06,0.8,-1.5,1.06,0.8,1
西布罗,赫尔城,3,0.75,1,0.86,0.5,0.98,0.88,3
西汉姆,曼  联,-2,-0.75,1.04,0.82,-1,0.92,0.94,0
伯恩茅,阿森纳,-1,-0.75,0.82,1.04,-0.75,1.08,0.78,1
水晶宫,斯旺西,2,0.75,1.04,0.82,0.5,0.84,1.02,0
斯托克,沃特福,3,0.5,0.92,0.94,0.75,1.02,0.84,3
热  刺,切尔西,2,0,1.06,0.8,0,0.9,0.96,3
热  刺,西布罗,5,1.5,1,0.86,1.25,0.8,1.06,3
伯恩利,南安普,0,-0.25,1.02,0.84,-0.5,0.96,0.9,3
赫尔城,伯恩茅,1,-0.25,0.82,1.04,-0.25,0.8,1.06,3
桑德兰,斯托克,0,-0.25,0.8,1.06,-0.25,0.96,0.9,0
斯旺西,阿森纳,-2,-1.25,0.82,1.04,-1,1.1,0.76,0
沃特福,米德尔,1,0.25,1.08,0.78,0.25,1,0.86,1
西汉姆,水晶宫,0,0.25,0.88,0.98,0.25,1.02,0.84,3
莱切城,切尔西,-1,-1,0.8,1.06,-0.75,0.86,1,0
埃弗顿,曼  城,1,-0.5,1.02,0.84,-0.75,0.86,1,3
曼  联,利物浦,1,0.25,0.86,1,0.5,0.92,0.94,1
利物浦,斯旺西,4,2,1.04,0.82,1.75,0.92,0.94,0
伯恩茅,沃特福,3,0.5,0.82,1.04,0.5,0.86,1,1
水晶宫,埃弗顿,0,-0.25,0.84,1.02,-0.25,0.72,1.14,0
米德尔,西汉姆,0,0.25,1.06,0.8,0.25,1.06,0.8,0
斯托克,曼  联,-1,-1,0.82,1.04,-1,0.82,1.04,1
西布罗,桑德兰,2,0.75,0.94,0.92,0.75,0.86,1,3
曼  城,热  刺,0,0.25,0.86,1,0.25,0.8,1.06,1
南安普,莱切城,2,0.5,0.94,0.92,0.5,0.8,1.06,3
阿森纳,伯恩利,4,2,0.94,0.92,2,1,0.86,3
切尔西,赫尔城,7,2,0.98,0.88,2,0.88,0.98,3
阿森纳,沃特福,5,1.75,0.84,1.02,2,1,0.86,0
伯恩茅,水晶宫,1,0.5,1.06,0.8,0.5,1.06,0.8,0
伯恩利,莱切城,2,0,1.02,0.84,0,1,0.86,3
米德尔,西布罗,2,0,0.78,1.08,0,0.82,1.04,1
桑德兰,热  刺,-3,-1.25,1.02,0.84,-1.5,0.9,0.96,1
斯旺西,南安普,0,-0.25,0.82,1.04,-0.25,0.86,1,3
利物浦,切尔西,1,0.25,1.08,0.78,0,0.82,1.04,1
西汉姆,曼  城,-3,-1,0.92,0.94,-1,0.94,0.92,0
曼  联,赫尔城,5,2,0.9,0.96,2,1,0.86,1
斯托克,埃弗顿,1,0,1.02,0.84,0,1.12,0.74,1
切尔西,阿森纳,3,0.5,1,0.86,0.5,1,0.86,3
水晶宫,桑德兰,2,0.75,0.8,1.06,0.75,0.84,1.02,0
埃弗顿,伯恩茅,4,0.75,0.94,0.92,0.75,0.84,1.02,3
赫尔城,利物浦,-2,-1.25,0.92,0.94,-1,1,0.86,3
南安普,西汉姆,0,0.5,0.76,1.1,0.75,1,0.86,0
沃特福,伯恩利,1,0.5,1.12,0.74,0.5,1.06,0.8,3
西布罗,斯托克,1,0.25,0.98,0.88,0.25,1,0.86,3
热  刺,米德尔,5,1.75,1.04,0.82,1.5,0.82,1.04,3
曼  城,斯旺西,4,2,1,0.86,2,0.94,0.92,3
莱切城,曼  联,-1,-0.75,0.96,0.9,-0.75,0.96,0.9,0
阿森纳,赫尔城,6,1.75,1.02,0.84,1.5,0.84,1.02,3
曼  联,沃特福,5,1.75,0.96,0.9,1.5,0.74,1.12,3
米德尔,埃弗顿,0,-0.5,0.82,1.04,-0.5,0.76,1.1,1
斯托克,水晶宫,1,0.5,1.04,0.82,0.5,1.16,0.7,3
桑德兰,南安普,-1,-0.5,0.84,1.02,-0.5,0.84,1.02,0
西汉姆,西布罗,1,0.5,1.1,0.76,0.25,0.94,0.92,1
利物浦,热  刺,1,0.25,0.88,0.98,0.25,0.9,0.96,3
伯恩利,切尔西,-1,-1.25,0.92,0.94,-1.25,0.78,1.08,1
斯旺西,莱切城,2,0.25,1.1,0.76,0,0.76,1.1,3
伯恩茅,曼  城,-2,-1.25,0.88,0.98,-1.25,1.04,0.82,0
切尔西,斯旺西,6,1.75,0.98,0.88,1.75,1.02,0.84,3
水晶宫,米德尔,1,0.5,1.08,0.78,0.5,1.1,0.76,3
埃弗顿,桑德兰,5,1.25,0.86,1,1.25,0.92,0.94,3
赫尔城,伯恩利,1,0.25,0.84,1.02,0.25,0.74,1.12,1
西布罗,伯恩茅,1,0.5,1.06,0.8,0.25,0.8,1.06,3
沃特福,西汉姆,0,0,0.84,1.02,0,0.91,0.95,1
热  刺,斯托克,4,1.25,0.82,1.04,1.5,1.04,0.82,3
莱切城,利物浦,-1,-0.75,1,0.86,-0.75,1.1,0.76,3
曼  城,曼  联,0,0.5,0.86,1,0.5,0.88,0.98,1
南安普,阿森纳,-2,-0.5,0.84,1.02,-0.5,0.78,1.08,0
曼  联,伯恩茅,4,1.75,1,0.86,1.75,0.82,1.04,1
莱切城,赫尔城,4,0.5,0.82,1.04,0.5,0.8,1.06,3
斯托克,米德尔,1,0.5,0.94,0.92,0.5,0.92,0.94,3
斯旺西,伯恩利,1,0.5,0.96,0.9,0.5,0.94,0.92,3
沃特福,南安普,0,-0.25,1.02,0.84,-0.5,0.8,1.06,0
西布罗,水晶宫,1,0.25,0.82,1.04,0.25,0.9,0.96,0
利物浦,阿森纳,1,0.5,1,0.86,0.5,1.08,0.78,3
热  刺,埃弗顿,4,0.75,0.86,1,1,0.98,0.88,3
桑德兰,曼  城,-4,-1.75,0.88,0.98,-1.75,1.02,0.84,0
西汉姆,切尔西,-2,-1,0.84,1.02,-1,0.88,0.98,0
曼  城,斯托克,3,1.75,0.86,1,2,1.01,0.85,1
伯恩茅,西汉姆,1,0,0.76,1.1,0,0.86,1,3
埃弗顿,西布罗,5,0.75,0.82,1.04,0.75,0.78,1.08,3
赫尔城,斯旺西,1,0.25,1.06,0.8,0.25,1.12,0.74,3
利物浦,伯恩利,4,1.75,0.88,0.98,1.75,1.02,0.84,3
阿森纳,莱切城,5,1,0.86,1,1,0.74,1.12,3
米德尔,桑德兰,2,0.25,0.88,0.98,0.25,0.84,1.02,3
水晶宫,热  刺,-2,-0.75,1.06,0.8,-1,0.98,0.88,0
切尔西,沃特福,6,1.75,0.96,0.9,1.75,0.96,0.9,3
南安普,曼  联,-2,0,0.96,0.9,0.25,1,0.86,1
西布罗,阿森纳,-1,-0.75,0.98,0.88,-0.75,1.12,0.74,3
水晶宫,沃特福,2,0.5,0.88,0.98,0.5,0.84,1.02,3
埃弗顿,赫尔城,6,1,0.86,1,1,0.98,0.88,3
斯托克,切尔西,-1,-1,0.82,1.04,-0.75,1.04,0.82,0
桑德兰,伯恩利,0,0,0.78,1.08,0,0.78,1.08,1
西汉姆,莱切城,2,0.25,0.98,0.88,0.25,1.04,0.82,0
伯恩茅,斯旺西,2,0.25,0.98,0.88,0.25,0.88,0.98,3
米德尔,曼  联,-2,-1,0.84,1.02,-0.75,1.08,0.78,0
热  刺,南安普,3,0.75,0.94,0.92,0.75,0.84,1.02,3
曼  城,利物浦,0,0.5,0.94,0.92,0.5,0.86,1,1
利物浦,埃弗顿,3,1,1.08,0.78,0.75,0.86,1,3
伯恩利,热  刺,-1,-0.75,1.06,0.8,-0.75,0.92,0.94,0
切尔西,水晶宫,5,1.5,0.88,0.98,1.5,1.02,0.84,0
赫尔城,西汉姆,-1,0,0.74,1.12,0.25,1,0.86,3
莱切城,斯托克,2,0.5,0.98,0.88,0.5,0.84,1.02,3
曼  联,西布罗,4,1.5,0.88,0.98,1.25,0.88,0.98,1
沃特福,桑德兰,1,0.5,0.84,1.02,0.5,0.92,0.94,3
南安普,伯恩茅,1,1,1.08,0.78,1,1.06,0.8,1
斯旺西,米德尔,1,0.5,0.98,0.88,0.5,0.85,1.01,1
阿森纳,曼  城,1,-0.25,0.88,0.98,-0.25,0.8,1.06,1
伯恩利,斯托克,1,0.25,1.02,0.84,0.25,1.06,0.8,3
莱切城,桑德兰,3,1,0.74,1.12,1,0.8,1.06,3
沃特福,西布罗,1,0,0.76,1.1,0.25,1.06,0.8,3
曼  联,埃弗顿,3,1,0.96,0.9,1,0.98,0.88,1
阿森纳,西汉姆,3,1.5,1.06,0.8,1.5,1,0.86,3
赫尔城,米德尔,0,0.5,1,0.86,0.5,1.02,0.84,3
斯旺西,热  刺,-2,-0.75,0.94,0.92,-0.75,1,0.86,0
南安普,水晶宫,0,0.75,1.04,0.82,0.5,0.86,1,3
切尔西,曼  城,2,0.25,1.08,0.78,0.25,0.92,0.94,3
利物浦,伯恩茅,4,1.5,0.98,0.88,1.25,0.92,0.94,1
热  刺,沃特福,6,1.5,0.84,1.02,1.75,0.78,1.08,3
曼  城,赫尔城,5,2,0.92,0.94,2,0.78,1.08,3
米德尔,伯恩利,2,0.25,1.06,0.8,0.25,1.08,0.78,1
斯托克,利物浦,-1,-0.5,1,0.86,-0.25,0.96,0.9,0
西布罗,南安普,0,-0.25,0.74,1.12,-0.25,0.74,1.12,0
西汉姆,斯旺西,1,0.25,0.82,1.04,0.5,1.1,0.76,3
伯恩茅,切尔西,-1,-1,0.9,0.96,-1,0.98,0.88,0
桑德兰,曼  联,-3,-1.5,0.84,1.02,-1.25,1.06,0.8,0
埃弗顿,莱切城,5,0.75,0.96,0.9,0.75,0.9,0.96,3
水晶宫,阿森纳,-1,-0.75,0.86,1,-0.75,1.02,0.84,3
热  刺,伯恩茅,5,1.75,0.9,0.96,2,0.98,0.88,3
水晶宫,莱切城,2,0.5,1,0.86,0.5,0.96,0.9,1
埃弗顿,伯恩利,5,1.25,1.02,0.84,1,0.88,0.98,3
斯托克,赫尔城,3,0.5,0.94,0.92,0.5,0.96,0.9,3
桑德兰,西汉姆,-1,-0.25,0.9,0.96,0,0.96,0.9,1
沃特福,斯旺西,1,0.25,1.12,0.74,0,0.88,0.98,3
南安普,曼  城,-3,-0.75,0.94,0.92,-0.75,0.92,0.94,0
西布罗,利物浦,-2,-0.5,1,0.86,-0.75,0.82,1.04,0
曼  联,切尔西,1,0,0.82,1.04,0,1,0.86,3
米德尔,阿森纳,-1,-1,1.02,0.84,-1,1.12,0.74,0
伯恩茅,米德尔,2,0.5,0.84,1.02,0.5,0.82,1.04,3
赫尔城,沃特福,1,0.5,1,0.86,0.5,0.82,1.04,3
斯旺西,斯托克,0,0.25,0.94,0.92,0.25,0.94,0.92,3
西汉姆,埃弗顿,0,-0.25,0.98,0.88,-0.5,0.8,1.06,1
伯恩利,曼  联,-2,-1,0.94,0.92,-0.75,0.9,0.96,0
利物浦,水晶宫,3,1,0.86,1,1.25,1.06,0.8,0
切尔西,南安普,4,1.5,1.22,0.64,1.25,0.94,0.92,3
阿森纳,桑德兰,5,2.5,0.86,1,2.5,0.8,1.06,3
曼  城,西布罗,4,2.25,0.9,0.96,2.25,0.94,0.92,3
莱切城,热  刺,-1,-0.5,1,0.86,-0.5,1,0.86,0
南安普,赫尔城,2,0.75,0.86,1,1,0.96,0.9,1
斯托克,西汉姆,0,0.25,0.84,1.02,0.5,1.02,0.84,1
桑德兰,伯恩茅,0,0,1.12,0.74,-0.25,0.98,0.88,0
西布罗,莱切城,2,0.25,1.14,0.72,0,0.92,0.94,0
水晶宫,伯恩利,2,0.5,0.78,1.08,0.5,0.78,1.08,0
曼  联,斯旺西,4,1.5,1.14,0.72,1.25,0.92,0.94,1
埃弗顿,切尔西,2,-0.5,0.82,1.04,-0.5,1.02,0.84,0
米德尔,曼  城,-2,-1.5,1.02,0.84,-1.75,0.86,1,1
热  刺,阿森纳,2,0.5,0.86,1,0.75,1,0.86,3
沃特福,利物浦,-2,-1,0.9,0.96,-1,0.82,1.04,0
西汉姆,热  刺,-2,-1.25,0.96,0.9,-1.25,1.08,0.78,3
曼  城,水晶宫,3,1.75,0.82,1.04,1.75,0.78,1.08,3
伯恩茅,斯托克,1,0.25,0.88,0.98,0.25,1,0.86,1
伯恩利,西布罗,2,0.25,0.92,0.94,0.25,1.12,0.74,1
赫尔城,桑德兰,1,1,0.78,1.08,1,0.84,1.02,0
莱切城,沃特福,3,1,1,0.86,0.75,0.82,1.04,3
斯旺西,埃弗顿,0,-0.25,0.76,1.1,0,0.78,1.08,3
利物浦,南安普,2,1,0.98,0.88,1,1,0.86,1
阿森纳,曼  联,1,0.5,0.98,0.88,0.5,1.03,0.83,3
切尔西,米德尔,5,2,0.82,1.04,2.25,0.9,0.96,3
埃弗顿,沃特福,5,1.25,0.98,0.88,1.25,0.84,1.02,3
西布罗,切尔西,-1,-1,1.1,0.76,-1.25,1.14,0.72,0
曼  城,莱切城,4,1.75,0.9,0.96,2,0.94,0.92,3
伯恩茅,伯恩利,2,0.5,0.92,0.94,0.5,0.8,1.06,3
米德尔,南安普,0,-0.5,0.88,0.98,-0.5,0.84,1.02,0
桑德兰,斯旺西,0,-0.5,1.04,0.82,-0.25,0.96,0.9,0
斯托克,阿森纳,-1,-0.75,1.06,0.8,-0.75,1.12,0.74,0
水晶宫,赫尔城,3,0.25,0.82,1.04,0.5,0.86,1,3
西汉姆,利物浦,-2,-0.75,1,0.86,-1,0.88,0.98,0
热  刺,曼  联,2,0.5,0.72,1.14,0.75,0.7,1.16,3
阿森纳,埃弗顿,3,1.25,0.86,1,1.5,0.9,0.96,3
伯恩利,西汉姆,0,0.25,1.06,0.8,0.25,0.96,0.9,0
切尔西,桑德兰,6,2.25,0.94,0.92,2.25,0.6,1.26,3
赫尔城,热  刺,-2,-1,1,0.86,-1,1.26,0.6,0
莱切城,伯恩茅,2,0.5,0.9,0.96,0.75,0.82,1.04,1
利物浦,米德尔,3,2.5,0.98,0.88,2.5,0.96,0.9,3
曼  联,水晶宫,3,0,0.84,1.02,0.25,0.96,0.9,3
南安普,斯托克,0,0.75,0.96,0.9,0.75,0.92,0.94,0
斯旺西,西布罗,2,0.5,1.04,0.82,0.25,0.96,0.9,3
